name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
Aegis of Earth: Protonovus Assault,PS3,2016,Action,0.01,0.01,0.0,0.0,,,T
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Inkheart,DS,2009,Adventure,0.02,0.0,0.0,0.0,39.0,22.0,E
Lunatic Dawn Tempest,PS2,2001,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,0.0,0.0,0.02,0.0,,,unknown
Total Immersion Racing,XB,2002,Racing,0.02,0.01,0.0,0.0,60.0,,E
Luxor: The Wrath of Set,PSP,2006,Puzzle,0.02,0.0,0.0,0.0,60.0,,E
Board Game: Top Shop,PS,1999,Misc,0.01,0.01,0.0,0.0,,,unknown
Blade Arcus from Shining EX,PS3,2015,Fighting,0.0,0.0,0.02,0.0,,,unknown
Bigfoot King of Crush,Wii,2011,Racing,0.02,0.0,0.0,0.0,,,E
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,0.0,0.0,0.02,0.0,,,unknown
Demigod,PC,2009,Strategy,0.0,0.02,0.0,0.0,76.0,79.0,T
Cocoto Magic Circus,Wii,2008,Shooter,0.02,0.0,0.0,0.0,,,E10+
Rugby Challenge 3,X360,2016,Sports,0.0,0.02,0.0,0.0,,,E
Toukiden 2,PS3,2016,Action,0.0,0.0,0.02,0.0,,,unknown
Europa Universalis III Complete,PC,2008,Strategy,0.0,0.02,0.0,0.0,,87.0,E10+
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Dunamis 15,PS3,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
DemiKids: Dark Version,GBA,2002,Role-Playing,0.02,0.01,0.0,0.0,,,unknown
Resident Evil: Umbrella Corps,PS4,2016,Action,0.0,0.0,0.02,0.0,,,unknown
Mage Knight: Destiny's Soldier,DS,2006,Strategy,0.02,0.0,0.0,0.0,59.0,71.0,E10+
Fishdom 2 Deluxe,PC,2010,Puzzle,0.0,0.02,0.0,0.0,,,unknown
Blender Bros.,GBA,2002,Platform,0.02,0.01,0.0,0.0,73.0,,E
Treasure Chase,DS,2011,Puzzle,0.02,0.0,0.0,0.0,,,unknown
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
Stronghold Crusader Extreme,PC,2008,Strategy,0.0,0.02,0.0,0.0,45.0,68.0,T
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
DemiKids: Light Version,GBA,2002,Role-Playing,0.02,0.01,0.0,0.0,62.0,83.0,E
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,0.0,0.0,0.02,0.0,,,unknown
Cities XL 2011,PC,2010,Simulation,0.0,0.02,0.0,0.0,70.0,57.0,E
Farm Frenzy 3,DS,2011,Strategy,0.0,0.02,0.0,0.0,,,unknown
Bottom of the 9th '97,PS,1997,Sports,0.01,0.01,0.0,0.0,,,unknown
Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Rapala for Kinect,X360,2011,Sports,0.0,0.02,0.0,0.0,,,E
Line Rider 2: Unbound,Wii,2008,Puzzle,0.02,0.0,0.0,0.0,62.0,64.0,E
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,0.0,0.0,0.02,0.0,,,unknown
HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
QUIZ PARTY,Wii,2012,Misc,0.0,0.02,0.0,0.0,,,unknown
SimCity Societies,PC,2007,Simulation,0.0,0.02,0.0,0.0,63.0,43.0,E10+
Winx Club: Rockstars,DS,2010,Adventure,0.0,0.02,0.0,0.0,,,E
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,0.02,0.0,0.0,0.0,,65.0,T
Star Trek Online,PC,2010,Role-Playing,0.0,0.02,0.0,0.0,66.0,62.0,T
Kingdom: Ikkitousen no Ken,PSP,2010,Action,0.0,0.0,0.02,0.0,,,unknown
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,0.0,0.0,0.02,0.0,,,unknown
RayCrisis: Series Termination,PS,1999,Shooter,0.01,0.01,0.0,0.0,67.0,,E
Bomberman Story DS,DS,2007,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Anima - Gate of Memories,PS4,2016,Action,0.0,0.02,0.0,0.0,52.0,79.0,T
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,0.0,0.02,0.0,0.0,78.0,73.0,M
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Toxic Grind,XB,2002,Sports,0.02,0.0,0.0,0.0,49.0,,T
Tropico 4: Modern Times,PC,2012,Strategy,0.0,0.02,0.0,0.0,78.0,80.0,T
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,0.0,0.0,0.02,0.0,,,unknown
ScrapLand,XB,2005,Action,0.02,0.0,0.0,0.0,73.0,74.0,T
Enchanted Arms (JP sales),X360,2006,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,0.0,0.0,0.02,0.0,,,unknown
Geten no Hana,PSP,2013,Misc,0.0,0.0,0.02,0.0,,,unknown
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
Indianapolis 500 Evolution,X360,2009,Racing,0.02,0.0,0.0,0.0,,,E
Brothers in Arms: Hell's Highway,PC,2008,Shooter,0.0,0.02,0.0,0.0,79.0,79.0,M
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Crazy Machines,Wii,2010,Puzzle,0.01,0.01,0.0,0.0,,,E
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
DiRT,PC,2007,Racing,0.0,0.02,0.0,0.0,84.0,73.0,E
School Days LxH,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,0.0,0.02,0.0,0.0,86.0,86.0,T
Serious Sam HD: Gold Edition,X360,2011,Shooter,0.0,0.02,0.0,0.0,,,unknown
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,0.01,0.01,0.0,0.0,,,unknown
Neo Angelique,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,0.0,0.01,0.01,0.0,64.0,73.0,T
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,0.0,0.0,0.02,0.0,,,unknown
Ceville,PC,2009,Action,0.0,0.02,0.0,0.0,73.0,82.0,E
Brandish: The Dark Revenant,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0,78.0,83.0,T
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,0.0,0.02,0.0,0.0,,,unknown
Chaos;Head Noah,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,0.02,0.01,0.0,0.0,77.0,81.0,E10+
Samurai Shodown V,XB,2006,Fighting,0.02,0.0,0.0,0.0,58.0,,T
Falcon 4.0: Allied Force,PC,2005,Simulation,0.0,0.02,0.0,0.0,90.0,86.0,T
Minna no Chizu 2,PSP,2007,Misc,0.0,0.0,0.02,0.0,,,unknown
Pro Fishing Challenge,XB,2004,Sports,0.02,0.0,0.0,0.0,62.0,91.0,E
Franklin's Great Adventures,DS,2006,Action,0.02,0.0,0.0,0.0,,,E
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,0.0,0.0,0.02,0.0,81.0,90.0,T
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,0.0,0.0,0.02,0.0,,,unknown
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,0.02,0.0,0.0,0.0,67.0,,E10+
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Tokyo Mew Mew,PS,2002,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Kawasaki Jet Ski,Wii,2008,Racing,0.02,0.0,0.0,0.0,,6.0,E
Interactive Storybook DS Series 3,DS,2007,Misc,0.02,0.0,0.0,0.0,,,E
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,0.0,0.0,0.02,0.0,,,unknown
Rule of Rose,PS2,2006,Action,0.01,0.01,0.0,0.0,59.0,86.0,M
RedCard 20-03,GC,2002,Sports,0.02,0.0,0.0,0.0,71.0,74.0,E
Bejeweled 2 Deluxe,PC,2006,Puzzle,0.0,0.02,0.0,0.0,,,E
Freestyle Metal X,XB,2003,Racing,0.02,0.0,0.0,0.0,,,unknown
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,0.0,0.02,0.0,0.0,,,unknown
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,0.01,0.01,0.0,0.0,,,unknown
Dino Dini's Kick Off Revival,PS4,2016,Sports,0.0,0.02,0.0,0.0,31.0,45.0,unknown
Pac-Man World Rally,PS2,2006,Racing,0.01,0.01,0.0,0.0,54.0,74.0,E
Winning Post 8 2015,PS3,2015,Action,0.0,0.0,0.02,0.0,,,unknown
GT Legends,PC,2005,Racing,0.0,0.02,0.0,0.0,84.0,86.0,E
Monster High 13 Wishes,WiiU,2013,Action,0.02,0.0,0.0,0.0,,55.0,E
Ukiyo no Roushi,PSV,2015,Action,0.0,0.0,0.02,0.0,,,unknown
Uta Kumi 575,PSV,2014,Misc,0.0,0.0,0.02,0.0,,,unknown
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,0.02,0.0,0.0,0.0,,,unknown
Street Fighter X Tekken,PC,2012,Fighting,0.0,0.02,0.0,0.0,79.0,64.0,T
Kung Fu Panda,PC,2008,Action,0.0,0.02,0.0,0.0,71.0,78.0,E10+
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
Catan,DS,2009,Strategy,0.0,0.02,0.0,0.0,,,unknown
Frontlines: Fuel of War,PC,2008,Shooter,0.0,0.02,0.0,0.0,73.0,69.0,T
Jewel Match 2,DS,2012,Puzzle,0.0,0.02,0.0,0.0,,,unknown
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,0.0,0.0,0.02,0.0,,,unknown
Rugby World Cup 2015,XOne,2015,Sports,0.0,0.02,0.0,0.0,,43.0,E
NFL Blitz Pro,GC,2003,Sports,0.02,0.0,0.0,0.0,71.0,,E
Tom Clancy's EndWar,PC,2009,Strategy,0.0,0.02,0.0,0.0,68.0,67.0,T
Totally Spies! 2: Undercover,DS,2006,Action,0.01,0.01,0.0,0.0,,,unknown
Black Rose Valkyrie,PS4,2016,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Commandos: Strike Force,XB,2006,Shooter,0.02,0.0,0.0,0.0,62.0,,T
Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Jojo's Bizarre Adventure,PS,1999,Fighting,0.01,0.01,0.0,0.0,,,unknown
Lode Runner,DS,2006,Puzzle,0.0,0.0,0.02,0.0,,,unknown
Evolution Snowboarding,PS2,2002,Sports,0.01,0.01,0.0,0.0,38.0,,T
Zathura,XB,2005,Adventure,0.02,0.0,0.0,0.0,48.0,55.0,E10+
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,0.0,0.0,0.02,0.0,,,unknown
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,0.0,0.0,0.02,0.0,,,unknown
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,0.0,0.02,0.0,0.0,78.0,78.0,E10+
Happiness! De-Lucks,PS2,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Doki Majo Plus,DS,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,0.0,0.0,0.02,0.0,40.0,70.0,T
Love Once: Mermaid's Tears,PS3,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,0.02,0.0,0.0,0.0,,,unknown
Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,0.01,0.01,0.0,0.0,,,unknown
Muppets Party Cruise,GC,2003,Misc,0.02,0.0,0.0,0.0,,80.0,E
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,0.0,0.0,0.02,0.0,,,unknown
Test Drive Unlimited,PC,2007,Racing,0.0,0.02,0.0,0.0,79.0,81.0,T
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,0.0,0.0,0.02,0.0,,,unknown
Saint,Wii,2099,Shooter,0.02,0.0,0.0,0.0,,,E10+
Grey's Anatomy: The Video Game,PC,2009,Adventure,0.0,0.02,0.0,0.0,36.0,39.0,T
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,0.0,0.0,0.02,0.0,,,unknown
Let's Play Flight Attendant,DS,2010,Simulation,0.02,0.0,0.0,0.0,,,E
F1 Race Stars,PC,2012,Racing,0.0,0.02,0.0,0.0,62.0,54.0,E
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,0.0,0.0,0.02,0.0,,,unknown
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,0.01,0.01,0.0,0.0,,70.0,M
Motto! SoniComi,PS3,2014,Simulation,0.0,0.0,0.02,0.0,,,unknown
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Serious Sam: Next Encounter,GC,2004,Shooter,0.02,0.0,0.0,0.0,69.0,84.0,M
Diabolik Lovers: More Blood,PSV,2015,Adventure,0.0,0.0,0.02,0.0,,,unknown
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,0.0,0.0,0.02,0.0,,,unknown
Serious Sam HD: Gold Edition,PC,2010,Shooter,0.0,0.02,0.0,0.0,,,unknown
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,0.02,0.0,0.0,0.0,53.0,45.0,T
Akai Ito DS,DS,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Natsuiro no Sunadokei,PS2,2002,Adventure,0.0,0.0,0.02,0.0,,,unknown
Freedom Wings,DS,2006,Simulation,0.02,0.0,0.0,0.0,46.0,77.0,E10+
Unreal Anthology,PC,2006,Shooter,0.0,0.02,0.0,0.0,,88.0,M
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,0.0,0.0,0.02,0.0,,,unknown
Triple Crown Championship Snowboarding,Wii,2010,Sports,0.02,0.0,0.0,0.0,,,unknown
Dream Chronicles,DS,2010,Adventure,0.02,0.0,0.0,0.0,,,E
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,0.0,0.02,0.0,0.0,,80.0,unknown
X3: Terran War Pack,PC,2012,Misc,0.0,0.02,0.0,0.0,,,unknown
Geon Cube,Wii,2009,Puzzle,0.02,0.0,0.0,0.0,,,E
Left 4 Dead,PC,2008,Shooter,0.0,0.02,0.0,0.0,89.0,92.0,M
Steal Princess,DS,2099,Platform,0.02,0.0,0.0,0.0,60.0,,E10+
Ballblazer Champions,PS,1997,Sports,0.01,0.01,0.0,0.0,,,unknown
Azada,3DS,2012,Puzzle,0.0,0.02,0.0,0.0,,,E
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,0.0,0.0,0.02,0.0,,,unknown
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,0.0,0.0,0.02,0.0,,,unknown
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Genroh,PSP,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Iron Phoenix,XB,2005,Fighting,0.02,0.0,0.0,0.0,58.0,65.0,T
Kuon,PS2,2004,Adventure,0.01,0.01,0.0,0.0,57.0,77.0,M
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,0.0,0.0,0.02,0.0,,,unknown
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,0.0,0.0,0.02,0.0,,,unknown
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Rose to Tasogare no Kojou,PSV,2016,Action,0.0,0.0,0.02,0.0,,,unknown
Tale of a Hero,PC,2010,Adventure,0.0,0.02,0.0,0.0,,,unknown
UnchainBlades EXXiV,3DS,2012,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Mount & Blade,PC,2008,Role-Playing,0.0,0.02,0.0,0.0,,,unknown
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,0.02,0.0,0.0,0.0,57.0,,E
Fritz Chess,DS,2009,Strategy,0.02,0.0,0.0,0.0,,,E
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,0.0,0.0,0.02,0.0,,,unknown
Mind over Matter,DS,2010,Puzzle,0.02,0.0,0.0,0.0,,,E
Dies Irae: Amantes Amentes,PSP,2012,Action,0.0,0.0,0.02,0.0,,,unknown
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Casper's Scare School: Classroom Capers,DS,2008,Adventure,0.02,0.0,0.0,0.0,,,E
Discovery Kids: Snake Safari,DS,2009,Simulation,0.02,0.0,0.0,0.0,,,E10+
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,0.02,0.0,0.0,0.0,,63.0,T
Fuel,PC,2009,Racing,0.0,0.02,0.0,0.0,67.0,67.0,E
The Settlers IV,PC,2001,Strategy,0.0,0.02,0.0,0.0,,,unknown
Ryu-koku,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Dungeon Defenders,PC,2011,Role-Playing,0.02,0.0,0.0,0.0,81.0,73.0,E10+
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,0.0,0.0,0.02,0.0,,,unknown
GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,0.0,0.0,0.02,0.0,,,unknown
Group S Challenge,XB,2003,Racing,0.02,0.0,0.0,0.0,57.0,60.0,E
Fritz Chess,Wii,2009,Strategy,0.02,0.0,0.0,0.0,,,E
G1 Jockey Wii,Wii,2007,Sports,0.0,0.0,0.02,0.0,,,unknown
Shooter: Starfighter Sanvein,PS,2000,Shooter,0.01,0.01,0.0,0.0,,,unknown
Sakura Wars 1 & 2,PSP,2006,Strategy,0.0,0.0,0.02,0.0,,,unknown
Dragon's Lair,DS,2010,Platform,0.02,0.0,0.0,0.0,63.0,,E10+
Disney's Meet the Robinsons,DS,2007,Action,0.02,0.0,0.0,0.0,64.0,,E10+
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,0.0,0.02,0.0,0.0,63.0,,T
Cities in Motion Collection,PC,2011,Simulation,0.0,0.02,0.0,0.0,,,E
Date A Live: Arusu Install,PS3,2014,Adventure,0.0,0.0,0.02,0.0,,,unknown
Terminator 3: The Redemption,GC,2004,Shooter,0.02,0.0,0.0,0.0,68.0,,T
Farm Frenzy,PC,2008,Strategy,0.02,0.0,0.0,0.0,,,E
Tengen Toppa Gurren-Lagann,DS,2007,Action,0.0,0.0,0.02,0.0,,,unknown
Mario Tennis,3DS,2099,Sports,0.0,0.0,0.02,0.0,,,unknown
Sugoi Hebereke,SNES,1994,Fighting,0.0,0.0,0.02,0.0,,,unknown
Pebble Beach Golf Links,SAT,1994,Sports,0.0,0.0,0.02,0.0,,,unknown
Veggy World,DS,2011,Shooter,0.02,0.0,0.0,0.0,,,E
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,0.02,0.0,0.0,0.0,,,unknown
Balls of Fury,Wii,2007,Sports,0.02,0.0,0.0,0.0,19.0,28.0,E10+
Indigo Prophecy,PC,2005,Adventure,0.0,0.02,0.0,0.0,85.0,83.0,M
Overlord,PC,2007,Strategy,0.0,0.02,0.0,0.0,81.0,81.0,T
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,0.0,0.0,0.02,0.0,,,unknown
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,0.01,0.01,0.0,0.0,84.0,75.0,T
Whiteout,PS2,2002,Racing,0.01,0.01,0.0,0.0,50.0,,T
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Command & Conquer: The First Decade,PC,2006,Strategy,0.01,0.01,0.0,0.0,,,unknown
Shiratsuyu no Kai,PSP,2013,Adventure,0.0,0.0,0.02,0.0,,,unknown
Rugby League Team Manager 2015,PC,2015,Action,0.0,0.02,0.0,0.0,,,unknown
FIFA Soccer 09,PC,2008,Sports,0.0,0.02,0.0,0.0,77.0,68.0,E
Quake 4,PC,2005,Shooter,0.0,0.02,0.0,0.0,81.0,76.0,M
XGRA: Extreme G Racing Association,GC,2003,Racing,0.02,0.0,0.0,0.0,69.0,70.0,T
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,0.0,0.0,0.02,0.0,,,unknown
Max Payne,PC,2001,Shooter,0.0,0.02,0.0,0.0,89.0,91.0,M
Taito Legends 2,PS2,2006,Misc,0.01,0.01,0.0,0.0,67.0,,T
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,0.02,0.0,0.0,0.0,55.0,47.0,E10+
Kill.Switch,GBA,2004,Shooter,0.02,0.01,0.0,0.0,,,T
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Jinsei Game Wii,Wii,2007,Misc,0.0,0.0,0.02,0.0,,,unknown
So Blonde,PC,2008,Adventure,0.0,0.02,0.0,0.0,,,unknown
Atari Flashback Classics: Volume 1,XOne,2016,Misc,0.02,0.0,0.0,0.0,,,E
The Sims: Complete Collection,PC,2005,Simulation,0.01,0.01,0.0,0.0,,,unknown
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,0.0,0.0,0.02,0.0,,,unknown
SBK: Snowboard Kids,DS,2005,Sports,0.02,0.0,0.0,0.0,63.0,65.0,E
Gekka Ryouran Romance,PSP,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Guess the Logos,XB,2004,Puzzle,0.02,0.0,0.0,0.0,,,unknown
Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Resident Evil Zero,PC,2016,Action,0.01,0.01,0.0,0.0,,,unknown
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,0.0,0.0,0.02,0.0,,,unknown
Final Approach 2: 1st Priority,PS2,2008,Adventure,0.0,0.0,0.02,0.0,,,unknown
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,0.0,0.02,0.0,0.0,,,unknown
Homeworld,PC,1998,Strategy,0.0,0.02,0.0,0.0,93.0,90.0,E
Back to the Future: The Game,X360,2015,Adventure,0.02,0.0,0.0,0.0,,75.0,unknown
Sniper Elite V2,WiiU,2013,Shooter,0.0,0.02,0.0,0.0,58.0,58.0,M
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,0.0,0.0,0.02,0.0,,,unknown
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,0.0,0.0,0.02,0.0,,,unknown
Casper: Spirit Dimensions,GC,2002,Platform,0.02,0.0,0.0,0.0,,,E
Meitantei Evangelion,PS2,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Paragon,PS4,2016,Action,0.02,0.0,0.0,0.0,,61.0,unknown
Order of War,PC,2009,Strategy,0.0,0.01,0.0,0.0,69.0,73.0,T
The Fast and the Furious,PSP,2007,Racing,0.02,0.0,0.0,0.0,58.0,53.0,T
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,0.01,0.01,0.0,0.0,,,unknown
Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Vampire Mansion: Linda Hyde,DS,2011,Adventure,0.0,0.02,0.0,0.0,,,E10+
Brain Dead 13,PS,1996,Adventure,0.01,0.01,0.0,0.0,,,unknown
Robotics;Notes,X360,2012,Adventure,0.0,0.0,0.02,0.0,,,unknown
Maximum Capacity: Hotel Giant,PC,2002,Strategy,0.0,0.02,0.0,0.0,59.0,77.0,T
Sacred Gold,PC,2005,Role-Playing,0.0,0.02,0.0,0.0,,82.0,T
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,0.0,0.0,0.02,0.0,,,unknown
T.A.C. Heroes : Big Red One,DS,2010,Strategy,0.02,0.0,0.0,0.0,,,E10+
The King of Fighters NeoWave,XB,2006,Fighting,0.02,0.0,0.0,0.0,62.0,,T
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,0.0,0.0,0.02,0.0,,,unknown
Super PickUps,PS2,2007,Racing,0.01,0.01,0.0,0.0,,,E
Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,0.0,0.02,0.0,0.0,,,unknown
Legend: Hand of God,PC,2007,Role-Playing,0.0,0.02,0.0,0.0,57.0,58.0,M
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,0.0,0.0,0.02,0.0,,,unknown
Atari Flashback Classics: Volume 2,XOne,2016,Misc,0.02,0.0,0.0,0.0,,,E
Aquanaut's Holiday,PS,1995,Adventure,0.01,0.01,0.0,0.0,,,unknown
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,0.0,0.0,0.02,0.0,,,unknown
Hot 'n' Cold,DS,2009,Action,0.02,0.0,0.0,0.0,,,unknown
Nisenochigiri,PSP,2010,Adventure,0.0,0.0,0.02,0.0,,,unknown
Sacred 3,PC,2014,Role-Playing,0.0,0.02,0.0,0.0,57.0,14.0,M
Pro Evolution Soccer 2017,PC,2016,Sports,0.0,0.02,0.0,0.0,69.0,37.0,E
